Post-Eval 2% AM 11212014 Fall 2014,2% WHITE MILK,2,C1,CONTROL 1,dk657,,,,,,,,,,,,,,,,,,,10,
Post-Eval 2% AM 11212014 Fall 2014,2% WHITE MILK,4,C2,CONTROL 2,dk657,,,,,,,,,,,,,,,,,,,10,
Post-Eval 2% AM 11212014 Fall 2014,2% WHITE MILK,6,C3,CONTROL 3,dk657,,,,,,,,,,,,,,,,,,,10,
Post-Eval 2% AM 11212014 Fall 2014,2% WHITE MILK,8,M def,Malty - DEF,dk657,,,,,,,,,,,,,1,,,,,,5,
Post-Eval 2% AM 11212014 Fall 2014,2% WHITE MILK,9,C4,CONTROL 4,dk657,,,,,,,,,,,,,,,,,,,10,
Post-Eval 2% AM 11212014 Fall 2014,2% WHITE MILK,7,FF def,Fruity Fermented - DEF,dk657,,,,,,,,,1,,,,,,,,,,5,
Post-Eval 2% AM 11212014 Fall 2014,2% WHITE MILK,5,C5,CONTROL 5,dk657,,,,,,,,,,,,,,,,,,,10,
Post-Eval 2% AM 11212014 Fall 2014,2% WHITE MILK,3,B def,Bitter - DEF,dk657,,,,2,,,,,,,,,,,,,,,3,
Post-Eval 2% AM 11212014 Fall 2014,2% WHITE MILK,1,A def,Acid - DEF,dk657,1,,,,,,,,,,,,,,,,,,3,
,,,,,,,,,,,,,,,,,,,,,,,,,
Section Name,2% WHITE MILK,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Sample Number,Sample Name,Product Code,Product Name,Sample Type,,,,,,,,,,,,,,,,,,,,,
1,LO def,2013,Light Oxidized - DEF,Sample,,,,,,,,,,,,,,,,,,,,,
2,C6,P612,CONTROL 6,Sample,,,,,,,,,,,,,,,,,,,,,
3,C7,P613,CONTROL 7,Sample,,,,,,,,,,,,,,,,,,,,,
4,MC def,P615,Milk Carton - DEF,Sample,,,,,,,,,,,,,,,,,,,,,
5,C8,P614,CONTROL 8,Sample,,,,,,,,,,,,,,,,,,,,,
6,CK def,2005,Cooked - DEF,Sample,,,,,,,,,,,,,,,,,,,,,
7,FL def,2009,Flat - DEF,Sample,,,,,,,,,,,,,,,,,,,,,
8,FE def,2007,Feed - DEF,Sample,,,,,,,,,,,,,,,,,,,,,
9,R def,2017,Rancid - DEF,Sample,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Test_Name,Section_Name,Sample_Position,Sample_Name,Product_Name,Panelist_Code,Q1_1__ACID_-_odor_similar_to_buttermilk/yogurt,Q1_2__ASTRINGENT_-_drying__chalky__roughing_of_mouth_tissues,Q1_3__BARNY/COWY_-_unclean_barn_conditions/medicinal_aftertaste_(Comment_ALSO),Q1_4__BITTER-_lingering_aftertaste_as_from_grapefruit/strong_coffee/tonic_water,Q1_5__COOKED_-_from_sweet__pleasant_as_heated_for_hot_chocolate_to_sulfurous,Q1_6__FEED_-_sweet_hay_odor/grassy_flavor_(or_fermented_silage/alcohol),Q1_7__FLAT_-_watery_and/or_tasteless__less_sweet_than_normal_milk_of_this_type,Q1_8__FOREIGN/CHEMICAL_-_chlorine__sanitizer__cow_med___exhaust_fumes__citrus__etc_,Q1_9__FRUITY/FERMENTED_-_pineapple__strawberry__etc___fruity_odor_or_vinegar-like,"Q1_10__LACKS_FRESHNESS-_old-tasting_""blah""_milk_lacking_specific_characteristic",Q1_11__LIGHT_OXIDIZED_-_plasticy_chemical/medicinal_or_tallowy__burnt_feathers,Q1_12__LIPID_OXIDIZED_-_old_oil_odor__may_be_slick_on_lips,Q1_13__MALTY_-_like_GrapeNuts_cereal__malt-balls__-drinks__or_-waffles__or_beer_grains,"Q1_14__MILK_CARTON_-_stale_""refrigerated_air""_odor/taste__cardboard_too_long_in_fridge",Q1_15__RANCID_-_pungent_odor_like_provolone__like_baby_vomit_when_rubbed_to_hot_on_wrist,Q1_16__UNCLEAN_-_putrid_odor_as_of_old_mop_water/dirty_socks__lingering_flavor,Q1_17__COAGULATED-_chunks_on_side_of_cup_when_swirled_-_RATE_0_0,Q1_18__OTHER_-_rate__then_ALSO_describe_in_COMMENTS,Q1_19__OVERALL_FLAVOR_-_if_<9_0__you_MUST_rate_an_Attribute_or_COMMENT,Q3__Comment
Post-Eval 2% AM 11212014 Fall 2014,2% WHITE MILK,1,LO def,Light Oxidized - DEF,nrs13,,,,,,,,,,,2,,,,,,,,6,
Post-Eval 2% AM 11212014 Fall 2014,2% WHITE MILK,3,C6,CONTROL 6,nrs13,,,,,,,,,,,,,,,,,,,9.5,
Post-Eval 2% AM 11212014 Fall 2014,2% WHITE MILK,5,C7,CONTROL 7,nrs13,,,,,,,,,,,,,,,,,,,9.5,
Post-Eval 2% AM 11212014 Fall 2014,2% WHITE MILK,7,MC def,Milk Carton - DEF,nrs13,,,,,,,,,,,,,,2,,,,,8,
Post-Eval 2% AM 11212014 Fall 2014,2% WHITE MILK,9,C8,CONTROL 8,nrs13,,,,,,,,,,,,,,,,,,,9.5,
Post-Eval 2% AM 11212014 Fall 2014,2% WHITE MILK,8,CK def,Cooked - DEF,nrs13,,,,,2,,,,,,,,,,,,,,8,
Post-Eval 2% AM 11212014 Fall 2014,2% WHITE MILK,6,FL def,Flat - DEF,nrs13,,,,,,,2,,,,,,,,,,,,8,
Post-Eval 2% AM 11212014 Fall 2014,2% WHITE MILK,4,FE def,Feed - DEF,nrs13,,,,,,2,,,,,,,,,,,,,8,
Post-Eval 2% AM 11212014 Fall 2014,2% WHITE MILK,2,R def,Rancid - DEF,nrs13,,,,,,,,,,,,,,,2,,,,1,
Post-Eval 2% AM 11212014 Fall 2014,2% WHITE MILK,2,LO def,Light Oxidized - DEF,aj425,,,,,,,,,,,1,,,,,,,,7,
Post-Eval 2% AM 11212014 Fall 2014,2% WHITE MILK,1,C6,CONTROL 6,aj425,,,,,,,,,,,,,,1,,,,,9,
Post-Eval 2% AM 11212014 Fall 2014,2% WHITE MILK,3,C7,CONTROL 7,aj425,,,,,,,,,,,,,,,,,,,9,
Post-Eval 2% AM 11212014 Fall 2014,2% WHITE MILK,5,MC def,Milk Carton - DEF,aj425,,,,,,,,,,,,,,2,,,,,8,
Post-Eval 2% AM 11212014 Fall 2014,2% WHITE MILK,7,C8,CONTROL 8,aj425,,,,,,,,,,,,,,,,,,,9.5,
Post-Eval 2% AM 11212014 Fall 2014,2% WHITE MILK,9,CK def,Cooked - DEF,aj425,,,,,2,,,,,,,,,,,,,,7,
Post-Eval 2% AM 11212014 Fall 2014,2% WHITE MILK,8,FL def,Flat - DEF,aj425,,,,,,,,,,,,,,,,,,,9,
Post-Eval 2% AM 11212014 Fall 2014,2% WHITE MILK,6,FE def,Feed - DEF,aj425,,,,,,2,,,,,,,,,,,,,8,
Post-Eval 2% AM 11212014 Fall 2014,2% WHITE MILK,4,R def,Rancid - DEF,aj425,,,,,,,,,,,,,,,2,,,,1,
Post-Eval 2% AM 11212014 Fall 2014,2% WHITE MILK,4,LO def,Light Oxidized - DEF,kg292,,,,,,,,,,,2,,,,,,,,6,
Post-Eval 2% AM 11212014 Fall 2014,2% WHITE MILK,2,C6,CONTROL 6,kg292,,,,,1,,,,,,,,,,,,,,9,
Post-Eval 2% AM 11212014 Fall 2014,2% WHITE MILK,1,C7,CONTROL 7,kg292,,,,,,,,,,,,,,,,,,,9,
Post-Eval 2% AM 11212014 Fall 2014,2% WHITE MILK,3,MC def,Milk Carton - DEF,kg292,,,,,,,,,,,,,,2,,,,,8,
Post-Eval 2% AM 11212014 Fall 2014,2% WHITE MILK,5,C8,CONTROL 8,kg292,,,,,,,,,,,,,,,,,,,9,
Post-Eval 2% AM 11212014 Fall 2014,2% WHITE MILK,7,CK def,Cooked - DEF,kg292,,,,,2,,,,,,,,,,,,,,8,
Post-Eval 2% AM 11212014 Fall 2014,2% WHITE MILK,9,FL def,Flat - DEF,kg292,,,,,,,2,,,,,,,,,,,,8,
Post-Eval 2% AM 11212014 Fall 2014,2% WHITE MILK,8,FE def,Feed - DEF,kg292,,,,,,2,,,,,,,,,,,,,8,
Post-Eval 2% AM 11212014 Fall 2014,2% WHITE MILK,6,R def,Rancid - DEF,kg292,,,,,,,,,,,,,,,2,,,,1,
Post-Eval 2% AM 11212014 Fall 2014,2% WHITE MILK,6,LO def,Light Oxidized - DEF,sjr267,,,,,,,,,,,1,,,,,,,,7,
Post-Eval 2% AM 11212014 Fall 2014,2% WHITE MILK,4,C6,CONTROL 6,sjr267,,,,,,,,,,,,,,,,,,,10,
Post-Eval 2% AM 11212014 Fall 2014,2% WHITE MILK,2,C7,CONTROL 7,sjr267,,,,,,,,,,,,,,,,,,,10,
Post-Eval 2% AM 11212014 Fall 2014,2% WHITE MILK,1,MC def,Milk Carton - DEF,sjr267,,,,,,,,,,,,,,1,,,,,9,
Post-Eval 2% AM 11212014 Fall 2014,2% WHITE MILK,3,C8,CONTROL 8,sjr267,,,,,,,,,,,,,,,,,,,10,
Post-Eval 2% AM 11212014 Fall 2014,2% WHITE MILK,5,CK def,Cooked - DEF,sjr267,,,,,2,,,,,,,,,,,,,,8,
Post-Eval 2% AM 11212014 Fall 2014,2% WHITE MILK,7,FL def,Flat - DEF,sjr267,,,,,,,2,,,,,,,,,,,,8,
Post-Eval 2% AM 11212014 Fall 2014,2% WHITE MILK,9,FE def,Feed - DEF,sjr267,,,,,,1,,,,,,,,,,,,,9,
Post-Eval 2% AM 11212014 Fall 2014,2% WHITE MILK,8,R def,Rancid - DEF,sjr267,,,,,,,,,,,,,,,2,,,,1,
Post-Eval 2% AM 11212014 Fall 2014,2% WHITE MILK,8,LO def,Light Oxidized - DEF,dds85,,,,,,,,,,,2,,,,,,,,6,
Post-Eval 2% AM 11212014 Fall 2014,2% WHITE MILK,6,C6,CONTROL 6,dds85,,,,,,,,,,,,,,,,,,,9.5,
Post-Eval 2% AM 11212014 Fall 2014,2% WHITE MILK,4,C7,CONTROL 7,dds85,,,,1,,,,,,,,,,,,,,,6,
Post-Eval 2% AM 11212014 Fall 2014,2% WHITE MILK,2,MC def,Milk Carton - DEF,dds85,,,,,,,,,,,,,,2,,,,,8,
Post-Eval 2% AM 11212014 Fall 2014,2% WHITE MILK,1,C8,CONTROL 8,dds85,,,,,1,,,,,,,,,,,,,,8,
Post-Eval 2% AM 11212014 Fall 2014,2% WHITE MILK,3,CK def,Cooked - DEF,dds85,,,,,2,,,,,,,,,,,,,,7,
Post-Eval 2% AM 11212014 Fall 2014,2% WHITE MILK,5,FL def,Flat - DEF,dds85,,,,,,,2,,,,,,,,,,,,8,
Post-Eval 2% AM 11212014 Fall 2014,2% WHITE MILK,7,FE def,Feed - DEF,dds85,,,,,,3,,,,,,,,,,,,,5,
Post-Eval 2% AM 11212014 Fall 2014,2% WHITE MILK,9,R def,Rancid - DEF,dds85,,,,,,,,,,,,,,,3,,,,0,
Post-Eval 2% AM 11212014 Fall 2014,2% WHITE MILK,9,LO def,Light Oxidized - DEF,sw38,,,,,,,,,,,3,,,,,,,,5,
Post-Eval 2% AM 11212014 Fall 2014,2% WHITE MILK,8,C6,CONTROL 6,sw38,,,,,1,,,,,,,,,,,,,,9,
Post-Eval 2% AM 11212014 Fall 2014,2% WHITE MILK,6,C7,CONTROL 7,sw38,,,,,,,,,,,,,,1,,,,,9,
Post-Eval 2% AM 11212014 Fall 2014,2% WHITE MILK,4,MC def,Milk Carton - DEF,sw38,,,,,,,,,,,2,,,,,,,,3,
Post-Eval 2% AM 11212014 Fall 2014,2% WHITE MILK,2,C8,CONTROL 8,sw38,,,,,,,,,,,,,,2,,,,,8,
Post-Eval 2% AM 11212014 Fall 2014,2% WHITE MILK,1,CK def,Cooked - DEF,sw38,,,,,3,,,,,,,,,,,,,,6,
Post-Eval 2% AM 11212014 Fall 2014,2% WHITE MILK,3,FL def,Flat - DEF,sw38,,,,,,,1,,,,,,,,,,,,9,
Post-Eval 2% AM 11212014 Fall 2014,2% WHITE MILK,5,FE def,Feed - DEF,sw38,,,,,,3,,,,,,,,,,,,,5,
Post-Eval 2% AM 11212014 Fall 2014,2% WHITE MILK,7,R def,Rancid - DEF,sw38,,,,,,,,,,,,,,,2,,,,1,
Post-Eval 2% AM 11212014 Fall 2014,2% WHITE MILK,7,LO def,Light Oxidized - DEF,dh286,,,,,,,1,,,,,,,,,,,,9,
Post-Eval 2% AM 11212014 Fall 2014,2% WHITE MILK,9,C6,CONTROL 6,dh286,,,,,,,,,,,,,,,,,,,10,
Post-Eval 2% AM 11212014 Fall 2014,2% WHITE MILK,8,C7,CONTROL 7,dh286,,,,,,,,,1,,,,,,,,,,5,
Post-Eval 2% AM 11212014 Fall 2014,2% WHITE MILK,6,MC def,Milk Carton - DEF,dh286,,,,,,,,,,,,,,2,,,,,7,
Post-Eval 2% AM 11212014 Fall 2014,2% WHITE MILK,4,C8,CONTROL 8,dh286,,,,,,,,,,,,,,,,,,,10,
Post-Eval 2% AM 11212014 Fall 2014,2% WHITE MILK,2,CK def,Cooked - DEF,dh286,,,,,2,,,,,,,,,,,,,,8,
Post-Eval 2% AM 11212014 Fall 2014,2% WHITE MILK,1,FL def,Flat - DEF,dh286,,,,,,,,,,,1,,,,,,,,7,
Post-Eval 2% AM 11212014 Fall 2014,2% WHITE MILK,3,FE def,Feed - DEF,dh286,,,,,,3,,,,,,,,,,,,,5,
Post-Eval 2% AM 11212014 Fall 2014,2% WHITE MILK,5,R def,Rancid - DEF,dh286,,,,,,,,,,,,,,,2,,,,1,
Post-Eval 2% AM 11212014 Fall 2014,2% WHITE MILK,5,LO def,Light Oxidized - DEF,hmm79,,,,,,,,,,,1,,,,,,,,7,
Post-Eval 2% AM 11212014 Fall 2014,2% WHITE MILK,7,C6,CONTROL 6,hmm79,,,,,,,,,,,,,,,,,,,9,
Post-Eval 2% AM 11212014 Fall 2014,2% WHITE MILK,9,C7,CONTROL 7,hmm79,,,,,,,1,,,,,,,,,,,,9,
Post-Eval 2% AM 11212014 Fall 2014,2% WHITE MILK,8,MC def,Milk Carton - DEF,hmm79,,,,,,,,,,,,,,2,,,,,8,
Post-Eval 2% AM 11212014 Fall 2014,2% WHITE MILK,6,C8,CONTROL 8,hmm79,,,,,,,,,,,,,,,,,,,9,
Post-Eval 2% AM 11212014 Fall 2014,2% WHITE MILK,4,CK def,Cooked - DEF,hmm79,,,,,2,,,,,,,,,,,,,,8,
Post-Eval 2% AM 11212014 Fall 2014,2% WHITE MILK,2,FL def,Flat - DEF,hmm79,,,,,,,2,,,,,,,,,,,,8,
Post-Eval 2% AM 11212014 Fall 2014,2% WHITE MILK,1,FE def,Feed - DEF,hmm79,,,,,,2,,,,,,,,,,,,,8,
Post-Eval 2% AM 11212014 Fall 2014,2% WHITE MILK,3,R def,Rancid - DEF,hmm79,,,,,,,,,,,,,,,2,,,,1,
Post-Eval 2% AM 11212014 Fall 2014,2% WHITE MILK,3,LO def,Light Oxidized - DEF,lab344,,,,,,,,,,,2,,,,,,,,6,
Post-Eval 2% AM 11212014 Fall 2014,2% WHITE MILK,5,C6,CONTROL 6,lab344,,,,,,,,,,,,,,,,,,,10,
Post-Eval 2% AM 11212014 Fall 2014,2% WHITE MILK,7,C7,CONTROL 7,lab344,,,,,,,,,,,1,,,,,,,,7,
Post-Eval 2% AM 11212014 Fall 2014,2% WHITE MILK,9,MC def,Milk Carton - DEF,lab344,,,,,,,,,,,,,,2,,,,,8,
Post-Eval 2% AM 11212014 Fall 2014,2% WHITE MILK,8,C8,CONTROL 8,lab344,,,,,,,,,,,,,,,,,,,10,
Post-Eval 2% AM 11212014 Fall 2014,2% WHITE MILK,6,CK def,Cooked - DEF,lab344,,,,,2,,,,,,,,,,,,,,9,
Post-Eval 2% AM 11212014 Fall 2014,2% WHITE MILK,4,FL def,Flat - DEF,lab344,,,,,,,1,,,,,,,,,,,,9,
Post-Eval 2% AM 11212014 Fall 2014,2% WHITE MILK,2,FE def,Feed - DEF,lab344,,,,,,2,,,,,,,,,,,,,8,
Post-Eval 2% AM 11212014 Fall 2014,2% WHITE MILK,1,R def,Rancid - DEF,lab344,,,,,,,,,,,,,,,2,,,,1,
Post-Eval 2% AM 11212014 Fall 2014,2% WHITE MILK,9,LO def,Light Oxidized - DEF,arw93,,,,,,,,,,,2,,,,,,,,6,
Post-Eval 2% AM 11212014 Fall 2014,2% WHITE MILK,7,C6,CONTROL 6,arw93,,,,,1,,,,,,,,,,,,,,9,
Post-Eval 2% AM 11212014 Fall 2014,2% WHITE MILK,5,C7,CONTROL 7,arw93,,,,,,,,,,,,,,,,,,,9,
Post-Eval 2% AM 11212014 Fall 2014,2% WHITE MILK,3,MC def,Milk Carton - DEF,arw93,,,,,,,,,,,2,,,,,,,,6,
Post-Eval 2% AM 11212014 Fall 2014,2% WHITE MILK,1,C8,CONTROL 8,arw93,,,,,,,,,,,,,,,,,,,9,
Post-Eval 2% AM 11212014 Fall 2014,2% WHITE MILK,2,CK def,Cooked - DEF,arw93,,,,,2,,,,,,,,,,,,,,8,
Post-Eval 2% AM 11212014 Fall 2014,2% WHITE MILK,4,FL def,Flat - DEF,arw93,,,,,,,1,,,,,,,,,,,,9,
Post-Eval 2% AM 11212014 Fall 2014,2% WHITE MILK,6,FE def,Feed - DEF,arw93,,,,,,2,,,,,,,,,,,,,8,
Post-Eval 2% AM 11212014 Fall 2014,2% WHITE MILK,8,R def,Rancid - DEF,arw93,,,,,,,,,,,,,,,2,,,,1,
Post-Eval 2% AM 11212014 Fall 2014,2% WHITE MILK,8,LO def,Light Oxidized - DEF,at543,,,,,,,,,,,1,,,,,,,,7,
Post-Eval 2% AM 11212014 Fall 2014,2% WHITE MILK,9,C6,CONTROL 6,at543,,,,,,,,,,,,,,2,,,,,9,
Post-Eval 2% AM 11212014 Fall 2014,2% WHITE MILK,7,C7,CONTROL 7,at543,,,,,1,,,,,,,,,,,,,,9,
Post-Eval 2% AM 11212014 Fall 2014,2% WHITE MILK,5,MC def,Milk Carton - DEF,at543,,,,,,,,,,,,,,,1,,,,4,
Post-Eval 2% AM 11212014 Fall 2014,2% WHITE MILK,3,C8,CONTROL 8,at543,,,,,,,1,,,,,,,,,,,,9,
Post-Eval 2% AM 11212014 Fall 2014,2% WHITE MILK,1,CK def,Cooked - DEF,at543,,,,,2,,,,,,,,,,,,,,8,
Post-Eval 2% AM 11212014 Fall 2014,2% WHITE MILK,2,FL def,Flat - DEF,at543,,,,,,,1,,,,,,,,,,,,9,
Post-Eval 2% AM 11212014 Fall 2014,2% WHITE MILK,4,FE def,Feed - DEF,at543,,,,,,1,,,,,,,,,,,,,9,
Post-Eval 2% AM 11212014 Fall 2014,2% WHITE MILK,6,R def,Rancid - DEF,at543,,,,,,,,,,,,,,,2,,,,1,
Post-Eval 2% AM 11212014 Fall 2014,2% WHITE MILK,6,LO def,Light Oxidized - DEF,cjh263,,,,,,,,,,,2,0,,,,,,,6,
Post-Eval 2% AM 11212014 Fall 2014,2% WHITE MILK,8,C6,CONTROL 6,cjh263,,,,,,,,,,,,,,,,,,,9.5,
Post-Eval 2% AM 11212014 Fall 2014,2% WHITE MILK,9,C7,CONTROL 7,cjh263,,,,,,,,,,,,,,,,,,,9.5,
Post-Eval 2% AM 11212014 Fall 2014,2% WHITE MILK,7,MC def,Milk Carton - DEF,cjh263,,,,,,,,,,,,,,2,,,,,8,
Post-Eval 2% AM 11212014 Fall 2014,2% WHITE MILK,5,C8,CONTROL 8,cjh263,,,,,,,,,,,,,,,,,,,9.5,
Post-Eval 2% AM 11212014 Fall 2014,2% WHITE MILK,3,CK def,Cooked - DEF,cjh263,,,,,1,,,,,,,,,,,,,,9,
Post-Eval 2% AM 11212014 Fall 2014,2% WHITE MILK,1,FL def,Flat - DEF,cjh263,,,,,,,1,,,,,,,,,,,,9,
Post-Eval 2% AM 11212014 Fall 2014,2% WHITE MILK,2,FE def,Feed - DEF,cjh263,,,,,,2,,,,,,,,,,,,,8,
Post-Eval 2% AM 11212014 Fall 2014,2% WHITE MILK,4,R def,Rancid - DEF,cjh263,,,,,,,,,,,,,,,2,,,,1,
Post-Eval 2% AM 11212014 Fall 2014,2% WHITE MILK,4,LO def,Light Oxidized - DEF,krs4,,,,,,,,,,,2,,,,,,,,3,
Post-Eval 2% AM 11212014 Fall 2014,2% WHITE MILK,6,C6,CONTROL 6,krs4,,,,,,,,,,,,,,0,,,,,10,
Post-Eval 2% AM 11212014 Fall 2014,2% WHITE MILK,8,C7,CONTROL 7,krs4,,,,,,,,,,,,,,0,,,,,10,
Post-Eval 2% AM 11212014 Fall 2014,2% WHITE MILK,9,MC def,Milk Carton - DEF,krs4,,,,,,,,,,,,,,2,,,,,8,
Post-Eval 2% AM 11212014 Fall 2014,2% WHITE MILK,7,C8,CONTROL 8,krs4,,,,,,,,,,,,,,1,,,,,9,
Post-Eval 2% AM 11212014 Fall 2014,2% WHITE MILK,5,CK def,Cooked - DEF,krs4,,,,,2,,,,,,,,,,,,,,8,
Post-Eval 2% AM 11212014 Fall 2014,2% WHITE MILK,3,FL def,Flat - DEF,krs4,,,,,,,,,,,,,,1,,,,,9,
Post-Eval 2% AM 11212014 Fall 2014,2% WHITE MILK,1,FE def,Feed - DEF,krs4,,,,,,2,,,,,,,,,,,,,8,
Post-Eval 2% AM 11212014 Fall 2014,2% WHITE MILK,2,R def,Rancid - DEF,krs4,,,,,,,,,,,,,,,3,,,,0,
Post-Eval 2% AM 11212014 Fall 2014,2% WHITE MILK,2,LO def,Light Oxidized - DEF,dk657,,,,,,,,,,,1,,,,,,,,7,
Post-Eval 2% AM 11212014 Fall 2014,2% WHITE MILK,4,C6,CONTROL 6,dk657,,,,,,,,,,,,,,,,,,,10,
Post-Eval 2% AM 11212014 Fall 2014,2% WHITE MILK,6,C7,CONTROL 7,dk657,,,,,,,,,,,,,,,,,,,10,
Post-Eval 2% AM 11212014 Fall 2014,2% WHITE MILK,8,MC def,Milk Carton - DEF,dk657,,,,,,,,,,,,,,2,,,,,8,
Post-Eval 2% AM 11212014 Fall 2014,2% WHITE MILK,9,C8,CONTROL 8,dk657,,,,,,,,,,,,,,,,,,,10,
Post-Eval 2% AM 11212014 Fall 2014,2% WHITE MILK,7,CK def,Cooked - DEF,dk657,,,,,2,,,,,,,,,,,,,,8,
Post-Eval 2% AM 11212014 Fall 2014,2% WHITE MILK,5,FL def,Flat - DEF,dk657,,,,,,,2,,,,,,,,,,,,8,
Post-Eval 2% AM 11212014 Fall 2014,2% WHITE MILK,3,FE def,Feed - DEF,dk657,,,,,,2,,,,,,,,,,,,,8,
Post-Eval 2% AM 11212014 Fall 2014,2% WHITE MILK,1,R def,Rancid - DEF,dk657,,,,,,,,,,,,,,,2,,,,1,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Test Name,Description,Test Status,Test Owner,Saved for,Test Language,Test Expiry,,,,,,,,,,,,,,,,,,,
Post-Eval SKIM PM 11212014 Fall 2014,New Test,Ready To Run,Nancy Carey,Cornell,English,12/19/2014,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Section Name,SKIM WHITE MILK,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Sample Number,Sample Name,Product Code,Product Name,Sample Type,,,,,,,,,,,,,,,,,,,,,
1,C1,P607,CONTROL 1,Sample,,,,,,,,,,,,,,,,,,,,,
2,A def,2001,Acid - DEF,Sample,,,,,,,,,,,,,,,,,,,,,
3,C2,P608,CONTROL 2,Sample,,,,,,,,,,,,,,,,,,,,,
4,C3,P609,CONTROL 3,Sample,,,,,,,,,,,,,,,,,,,,,
5,B def,2003,Bitter - DEF,Sample,,,,,,,,,,,,,,,,,,,,,
6,C4,P610,CONTROL 4,Sample,,,,,,,,,,,,,,,,,,,,,
7,MC def,P615,Milk Carton - DEF,Sample,,,,,,,,,,,,,,,,,,,,,
8,C5,P611,CONTROL 5,Sample,,,,,,,,,,,,,,,,,,,,,
9,LO def,P531,Light Oxidized - VSL,Sample,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Test_Name,Section_Name,Sample_Position,Sample_Name,Product_Name,Panelist_Code,Q1_1__ACID_-_odor_similar_to_buttermilk/yogurt,Q1_2__ASTRINGENT_-_drying__chalky__roughing_of_mouth_tissues,Q1_3__BARNY/COWY_-_unclean_barn_conditions/medicinal_aftertaste_(Comment_ALSO),Q1_4__BITTER-_lingering_aftertaste_as_from_grapefruit/strong_coffee/tonic_water,Q1_5__COOKED_-_from_sweet__pleasant_as_heated_for_hot_chocolate_to_sulfurous,Q1_6__FEED_-_sweet_hay_odor/grassy_flavor_(or_fermented_silage/alcohol),Q1_7__FLAT_-_watery_and/or_tasteless__less_sweet_than_normal_milk_of_this_type,Q1_8__FOREIGN/CHEMICAL_-_chlorine__sanitizer__cow_med___exhaust_fumes__citrus__etc_,Q1_9__FRUITY/FERMENTED_-_pineapple__strawberry__etc___fruity_odor_or_vinegar-like,"Q1_10__LACKS_FRESHNESS-_old-tasting_""blah""_milk_lacking_specific_characteristic",Q1_11__LIGHT_OXIDIZED_-_plasticy_chemical/medicinal_or_tallowy__burnt_feathers,Q1_12__LIPID_OXIDIZED_-_old_oil_odor__may_be_slick_on_lips,Q1_13__MALTY_-_like_GrapeNuts_cereal__malt-balls__-drinks__or_-waffles__or_beer_grains,"Q1_14__MILK_CARTON_-_stale_""refrigerated_air""_odor/taste__cardboard_too_long_in_fridge",Q1_15__RANCID_-_pungent_odor_like_provolone__like_baby_vomit_when_rubbed_to_hot_on_wrist,Q1_16__UNCLEAN_-_putrid_odor_as_of_old_mop_water/dirty_socks__lingering_flavor,Q1_17__COAGULATED-_chunks_on_side_of_cup_when_swirled_-_RATE_0_0,Q1_18__OTHER_-_rate__then_ALSO_describe_in_COMMENTS,Q1_19__OVERALL_FLAVOR_-_if_<9_0__you_MUST_rate_an_Attribute_or_COMMENT,Q3__Comment
Post-Eval SKIM PM 11212014 Fall 2014,SKIM WHITE MILK,1,C1,CONTROL 1,nrs13,,,,,,,,,,,,,,,,,,,9.5,
Post-Eval SKIM PM 11212014 Fall 2014,SKIM WHITE MILK,3,A def,Acid - DEF,nrs13,2,,,,,,,,,,,,,,,,,,1,
Post-Eval SKIM PM 11212014 Fall 2014,SKIM WHITE MILK,5,C2,CONTROL 2,nrs13,,,,,,,,,,,,,,,,,,,9.5,
Post-Eval SKIM PM 11212014 Fall 2014,SKIM WHITE MILK,7,C3,CONTROL 3,nrs13,,,,,,,,,,,,,,,,,,,9.5,
Post-Eval SKIM PM 11212014 Fall 2014,SKIM WHITE MILK,9,B def,Bitter - DEF,nrs13,,,,1,,,,,,,,,,,,,,,5,
Post-Eval SKIM PM 11212014 Fall 2014,SKIM WHITE MILK,8,C4,CONTROL 4,nrs13,,,,,,,,,,,,,,,,,,,9.5,
Post-Eval SKIM PM 11212014 Fall 2014,SKIM WHITE MILK,6,MC def,Milk Carton - DEF,nrs13,,,,,,,,,,,,,,2,,,,,8,
Post-Eval SKIM PM 11212014 Fall 2014,SKIM WHITE MILK,4,C5,CONTROL 5,nrs13,,,,,,,,,,,,,,,,,,,9.5,
Post-Eval SKIM PM 11212014 Fall 2014,SKIM WHITE MILK,2,LO def,Light Oxidized - VSL,nrs13,,,,,,,1,,,,,,,,,,,,9,
Post-Eval SKIM PM 11212014 Fall 2014,SKIM WHITE MILK,2,C1,CONTROL 1,kg292,,,,,,,,,,,,,,,,,,,9,
Post-Eval SKIM PM 11212014 Fall 2014,SKIM WHITE MILK,1,A def,Acid - DEF,kg292,2,,,,,,,,,,,,,,,,,,1,
Post-Eval SKIM PM 11212014 Fall 2014,SKIM WHITE MILK,3,C2,CONTROL 2,kg292,,,,,,,,,,,,,,,,,,,9,
