Post-Eval SKIM PM 080516 Summer 2016 ,SKIM WHITE MILK ,5,R def,Rancid - DEF,wh378,,,,,,,,,,,,,,,1,,,,3,
Post-Eval SKIM PM 080516 Summer 2016 ,SKIM WHITE MILK ,7,LO def,Light Oxidized - DEF,wh378,,,,,,,,,,,,,,2,,,,,8,
Post-Eval SKIM PM 080516 Summer 2016 ,SKIM WHITE MILK ,7,B def,Bitter - DEF,sw38,,,,2,,,,,,,,,,,,,,,3,
Post-Eval SKIM PM 080516 Summer 2016 ,SKIM WHITE MILK ,9,C1,CONTROL 1,sw38,,,,,,,,,,,,,,,,,,,9,
Post-Eval SKIM PM 080516 Summer 2016 ,SKIM WHITE MILK ,8,FL def,Flat - DEF,sw38,,,,,,,,,,,,,,,,,,,9,
Post-Eval SKIM PM 080516 Summer 2016 ,SKIM WHITE MILK ,6,M  def,Malty - DEF,sw38,,,,,,,,,,,,,2,,,,,,3,
Post-Eval SKIM PM 080516 Summer 2016 ,SKIM WHITE MILK ,4,C2,CONTROL 2,sw38,,,,,,,,,,,,,,,,,,,9,
Post-Eval SKIM PM 080516 Summer 2016 ,SKIM WHITE MILK ,2,C3,CONTROL 3,sw38,,,,,,,,,,,,,,,,,,,9,
Post-Eval SKIM PM 080516 Summer 2016 ,SKIM WHITE MILK ,1,FE def,Feed - DEF,sw38,,,,,,2,,,,,,,,,,,,,7,
Post-Eval SKIM PM 080516 Summer 2016 ,SKIM WHITE MILK ,3,R def,Rancid - DEF,sw38,1,,,,,,,,,,,,,,,,,,3,
Post-Eval SKIM PM 080516 Summer 2016 ,SKIM WHITE MILK ,5,LO def,Light Oxidized - DEF,sw38,,,,,,,,,,,,,,2,,,,,8,
Post-Eval SKIM PM 080516 Summer 2016 ,SKIM WHITE MILK ,5,B def,Bitter - DEF,nbg29,,,,2,,,,,,,,,,,,,,,3,
Post-Eval SKIM PM 080516 Summer 2016 ,SKIM WHITE MILK ,7,C1,CONTROL 1,nbg29,,,,,,,,,,,2,,,,,,,,9.5,
Post-Eval SKIM PM 080516 Summer 2016 ,SKIM WHITE MILK ,9,FL def,Flat - DEF,nbg29,,,,,,,2,,,,,,,,,,,,8,
Post-Eval SKIM PM 080516 Summer 2016 ,SKIM WHITE MILK ,8,M  def,Malty - DEF,nbg29,,,,,,,,,,,,,1,,,,,,4.5,
Post-Eval SKIM PM 080516 Summer 2016 ,SKIM WHITE MILK ,6,C2,CONTROL 2,nbg29,,,,,,,,,,,,,,,,,,,9.5,
Post-Eval SKIM PM 080516 Summer 2016 ,SKIM WHITE MILK ,4,C3,CONTROL 3,nbg29,,,,,,,,,,,,,,,,,,,9.5,
Post-Eval SKIM PM 080516 Summer 2016 ,SKIM WHITE MILK ,2,FE def,Feed - DEF,nbg29,,,,,,2,,,,,,,,,,,,,7,
Post-Eval SKIM PM 080516 Summer 2016 ,SKIM WHITE MILK ,1,R def,Rancid - DEF,nbg29,,,,,,,,,,,,,,,2,,,,1,
Post-Eval SKIM PM 080516 Summer 2016 ,SKIM WHITE MILK ,3,LO def,Light Oxidized - DEF,nbg29,,,,,,,,,,,,,,,,,,,5.5,
Post-Eval SKIM PM 080516 Summer 2016 ,SKIM WHITE MILK ,3,B def,Bitter - DEF,yl2383,,,,2,,,,,,,,,,,,,,,3,
Post-Eval SKIM PM 080516 Summer 2016 ,SKIM WHITE MILK ,5,C1,CONTROL 1,yl2383,,,,,,,,,,,,,,,,,,,9.5,
Post-Eval SKIM PM 080516 Summer 2016 ,SKIM WHITE MILK ,7,FL def,Flat - DEF,yl2383,,,,,,,2,,,,,,,,,,,,8,
Post-Eval SKIM PM 080516 Summer 2016 ,SKIM WHITE MILK ,9,M  def,Malty - DEF,yl2383,,,,,,,,,,,,,1,,,,,,5,
Post-Eval SKIM PM 080516 Summer 2016 ,SKIM WHITE MILK ,8,C2,CONTROL 2,yl2383,,,,,,,,,,,,,,,,,,,9.5,
Post-Eval SKIM PM 080516 Summer 2016 ,SKIM WHITE MILK ,6,C3,CONTROL 3,yl2383,,,,,,,,,,,,,,,,,,,9.5,
Post-Eval SKIM PM 080516 Summer 2016 ,SKIM WHITE MILK ,4,FE def,Feed - DEF,yl2383,,,,,,2,,,,,,,,,,,,,7,
Post-Eval SKIM PM 080516 Summer 2016 ,SKIM WHITE MILK ,2,R def,Rancid - DEF,yl2383,1,,,,,,,,,,,,,,,,,,3,
Post-Eval SKIM PM 080516 Summer 2016 ,SKIM WHITE MILK ,1,LO def,Light Oxidized - DEF,yl2383,,,,,2,,,,,,,,,,,,,,8,
,,,,,,,,,,,,,,,,,,,,,,,,,
Section Name,SKIM WHITE MILK,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Sample Number,Sample Name,Product Code,Product Name,Sample Type,,,,,,,,,,,,,,,,,,,,,
1,C4,P610,CONTROL 4,Sample,,,,,,,,,,,,,,,,,,,,,
2,MC def,P615,Milk Carton - DEF,Sample,,,,,,,,,,,,,,,,,,,,,
3,C5,P611,CONTROL 5,Sample,,,,,,,,,,,,,,,,,,,,,
4,FF - def,2011,Fruity Fermented - DEF,Sample,,,,,,,,,,,,,,,,,,,,,
5,A def,2001,Acid - DEF,Sample,,,,,,,,,,,,,,,,,,,,,
6,C6,P612,CONTROL 6,Sample,,,,,,,,,,,,,,,,,,,,,
7,CK - def,2005,Cooked - DEF,Sample,,,,,,,,,,,,,,,,,,,,,
8,C7,P613,CONTROL 7,Sample,,,,,,,,,,,,,,,,,,,,,
9,C8,P614,CONTROL 8,Sample,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Test_Name,Section_Name,Sample_Position,Sample_Name,Product_Name,Panelist_Code,Q1_1__ACID_-_odor_similar_to_buttermilk/yogurt,Q1_2__ASTRINGENT_-_drying__chalky__roughing_of_mouth_tissues,Q1_3__BARNY/COWY_-_unclean_barn_conditions/medicinal_aftertaste_(Comment_ALSO),Q1_4__BITTER-_lingering_aftertaste_as_from_grapefruit/strong_coffee/tonic_water,Q1_5__COOKED_-_from_sweet__pleasant_as_heated_for_hot_chocolate_to_sulfurous,Q1_6__FEED_-_sweet_hay_odor/grassy_flavor_(or_fermented_silage/alcohol),Q1_7__FLAT_-_watery_and/or_tasteless__less_sweet_than_normal_milk_of_this_type,Q1_8__FOREIGN/CHEMICAL_-_chlorine__sanitizer__cow_med___exhaust_fumes__citrus__etc_,Q1_9__FRUITY/FERMENTED_-_pineapple__strawberry__etc___fruity_odor_or_vinegar-like,"Q1_10__LACKS_FRESHNESS-_old-tasting_""blah""_milk_lacking_specific_characteristic",Q1_11__LIGHT_OXIDIZED_-_plasticy_chemical/medicinal_or_tallowy__burnt_feathers,Q1_12__LIPID_OXIDIZED_-_old_oil_odor__may_be_slick_on_lips,Q1_13__MALTY_-_like_GrapeNuts_cereal__malt-balls__-drinks__or_-waffles__or_beer_grains,"Q1_14__MILK_CARTON_-_stale_""refrigerated_air""_odor/taste__cardboard_too_long_in_fridge",Q1_15__RANCID_-_pungent_odor_like_provolone__like_baby_vomit_when_rubbed_to_hot_on_wrist,Q1_16__UNCLEAN_-_putrid_odor_as_of_old_mop_water/dirty_socks__lingering_flavor,Q1_17__COAGULATED-_chunks_on_side_of_cup_when_swirled_-_RATE_0_0,Q1_18__OTHER_-_rate__then_ALSO_describe_in_COMMENTS,Q1_19__OVERALL_FLAVOR_-_if_<9_0__you_MUST_rate_an_Attribute_or_COMMENT,Q3__Comment
Post-Eval SKIM PM 080516 Summer 2016 ,SKIM WHITE MILK,1,C4,CONTROL 4,ap262,,,,,,,,,,,,,,,,,,,10,
Post-Eval SKIM PM 080516 Summer 2016 ,SKIM WHITE MILK,3,MC def,Milk Carton - DEF,ap262,,,,,,,,,,,,,,2,,,,,8,
Post-Eval SKIM PM 080516 Summer 2016 ,SKIM WHITE MILK,5,C5,CONTROL 5,ap262,,,,,,,,,,,,,,,,,,,9,
Post-Eval SKIM PM 080516 Summer 2016 ,SKIM WHITE MILK,7,FF - def,Fruity Fermented - DEF,ap262,,,,,,,,,2,,,,,,,,,,3,
Post-Eval SKIM PM 080516 Summer 2016 ,SKIM WHITE MILK,9,A def,Acid - DEF,ap262,2,,,,,,,,,,,,,,,,,,1,
Post-Eval SKIM PM 080516 Summer 2016 ,SKIM WHITE MILK,8,C6,CONTROL 6,ap262,,,,,,,,,,,,,,,,,,,9,
Post-Eval SKIM PM 080516 Summer 2016 ,SKIM WHITE MILK,6,CK - def,Cooked - DEF,ap262,,,,,2,,,,,,,,,,,,,,8,
Post-Eval SKIM PM 080516 Summer 2016 ,SKIM WHITE MILK,4,C7,CONTROL 7,ap262,,,,,,,,,,,,,,,,,,,9,
Post-Eval SKIM PM 080516 Summer 2016 ,SKIM WHITE MILK,2,C8,CONTROL 8,ap262,,,,1,,,,,,,,,,,,,,,5,
Post-Eval SKIM PM 080516 Summer 2016 ,SKIM WHITE MILK,2,C4,CONTROL 4,ap868,,,,,,,,,,,,,,,,,,,9.5,
Post-Eval SKIM PM 080516 Summer 2016 ,SKIM WHITE MILK,1,MC def,Milk Carton - DEF,ap868,,,,,,,,,,,,2,,,,,,,3,
Post-Eval SKIM PM 080516 Summer 2016 ,SKIM WHITE MILK,3,C5,CONTROL 5,ap868,,,,,,,,,,,,,,,,,,,9,
Post-Eval SKIM PM 080516 Summer 2016 ,SKIM WHITE MILK,5,FF - def,Fruity Fermented - DEF,ap868,,,,,,,,,1,,,,,,,,,,5,
Post-Eval SKIM PM 080516 Summer 2016 ,SKIM WHITE MILK,7,A def,Acid - DEF,ap868,3,,,,,,,,,,,,,,,,,,0,
Post-Eval SKIM PM 080516 Summer 2016 ,SKIM WHITE MILK,9,C6,CONTROL 6,ap868,,,,,,,,,,,,,,,,,,,10,
Post-Eval SKIM PM 080516 Summer 2016 ,SKIM WHITE MILK,8,CK - def,Cooked - DEF,ap868,,,,,2,,,,,,,,,,,,,,8,
Post-Eval SKIM PM 080516 Summer 2016 ,SKIM WHITE MILK,6,C7,CONTROL 7,ap868,,,,,,,0.5,,,,,,,,,,,,9.5,
Post-Eval SKIM PM 080516 Summer 2016 ,SKIM WHITE MILK,4,C8,CONTROL 8,ap868,,,,,,,,,,,,,,,,,,,10,
Post-Eval SKIM PM 080516 Summer 2016 ,SKIM WHITE MILK,4,C4,CONTROL 4,acc343,,,,,1,,,,,,,,,,,,,,9,
Post-Eval SKIM PM 080516 Summer 2016 ,SKIM WHITE MILK,2,MC def,Milk Carton - DEF,acc343,,,,,,,,,,,2,,,,,,,,6,
Post-Eval SKIM PM 080516 Summer 2016 ,SKIM WHITE MILK,1,C5,CONTROL 5,acc343,,,,,,,,,,,,,,,,,,,9,
Post-Eval SKIM PM 080516 Summer 2016 ,SKIM WHITE MILK,3,FF - def,Fruity Fermented - DEF,acc343,,,,,,,,,2,,,,,,,,,,3,
Post-Eval SKIM PM 080516 Summer 2016 ,SKIM WHITE MILK,5,A def,Acid - DEF,acc343,2,,,,,,,,,,,,,,,,,,1,
Post-Eval SKIM PM 080516 Summer 2016 ,SKIM WHITE MILK,7,C6,CONTROL 6,acc343,,,,,,,,,,,,,,1,,,,,9,
Post-Eval SKIM PM 080516 Summer 2016 ,SKIM WHITE MILK,9,CK - def,Cooked - DEF,acc343,,,,,2,,,,,,,,,,,,,,8,
Post-Eval SKIM PM 080516 Summer 2016 ,SKIM WHITE MILK,8,C7,CONTROL 7,acc343,,,,,,,,,,,,,,,,,,,9,
Post-Eval SKIM PM 080516 Summer 2016 ,SKIM WHITE MILK,6,C8,CONTROL 8,acc343,,,,,1,,,,,,,,,,,,,,9,
Post-Eval SKIM PM 080516 Summer 2016 ,SKIM WHITE MILK,6,C4,CONTROL 4,loh9,,,,,,,2,,,,,,,,,,,,8,NT
Post-Eval SKIM PM 080516 Summer 2016 ,SKIM WHITE MILK,4,MC def,Milk Carton - DEF,loh9,,,,,,,,,,,2,,,,,,,,6,NT
Post-Eval SKIM PM 080516 Summer 2016 ,SKIM WHITE MILK,2,C5,CONTROL 5,loh9,,,,,1,,,,,,,,,,,,,,9,NT
Post-Eval SKIM PM 080516 Summer 2016 ,SKIM WHITE MILK,1,FF - def,Fruity Fermented - DEF,loh9,,,,,,,,,1,,,,,,,,,,5,NT
Post-Eval SKIM PM 080516 Summer 2016 ,SKIM WHITE MILK,3,A def,Acid - DEF,loh9,2,,,,,,,,,,,,,,,,,,1,NT
Post-Eval SKIM PM 080516 Summer 2016 ,SKIM WHITE MILK,5,C6,CONTROL 6,loh9,,,,,,,,,,,,,,,,,,,10,NT
Post-Eval SKIM PM 080516 Summer 2016 ,SKIM WHITE MILK,7,CK - def,Cooked - DEF,loh9,,,,,2,,,,,,,,,,,,,,8,NT
Post-Eval SKIM PM 080516 Summer 2016 ,SKIM WHITE MILK,9,C7,CONTROL 7,loh9,,,,,,,1,,,,,,,,,,,,9,NT
Post-Eval SKIM PM 080516 Summer 2016 ,SKIM WHITE MILK,8,C8,CONTROL 8,loh9,,,,,,,,,,,,,,,,,,,10,NT
Post-Eval SKIM PM 080516 Summer 2016 ,SKIM WHITE MILK,8,C4,CONTROL 4,sl2759,,,,,,,,,,,,,,,,,,,10,
Post-Eval SKIM PM 080516 Summer 2016 ,SKIM WHITE MILK,6,MC def,Milk Carton - DEF,sl2759,,,,,,,,,,,,,,1,,,,,9,
Post-Eval SKIM PM 080516 Summer 2016 ,SKIM WHITE MILK,4,C5,CONTROL 5,sl2759,,,,,,,,,,,,,,,,,,,10,
Post-Eval SKIM PM 080516 Summer 2016 ,SKIM WHITE MILK,2,FF - def,Fruity Fermented - DEF,sl2759,,,,,,,,,2,,,,,,,,,,3,
Post-Eval SKIM PM 080516 Summer 2016 ,SKIM WHITE MILK,1,A def,Acid - DEF,sl2759,2,,,,,,,,,,,,,,,,,,1,
Post-Eval SKIM PM 080516 Summer 2016 ,SKIM WHITE MILK,3,C6,CONTROL 6,sl2759,,,,,,,,,,,,,,,,,,,10,
Post-Eval SKIM PM 080516 Summer 2016 ,SKIM WHITE MILK,5,CK - def,Cooked - DEF,sl2759,,,,,2,,,,,,,,,,,,,,8,
Post-Eval SKIM PM 080516 Summer 2016 ,SKIM WHITE MILK,7,C7,CONTROL 7,sl2759,,,,,,,,,,,,,,,,,,,10,
Post-Eval SKIM PM 080516 Summer 2016 ,SKIM WHITE MILK,9,C8,CONTROL 8,sl2759,,,,,,,,,,,,,,,,,,,10,
Post-Eval SKIM PM 080516 Summer 2016 ,SKIM WHITE MILK,9,C4,CONTROL 4,wh378,,,,,,,,,,,,,,,,,,,9,
Post-Eval SKIM PM 080516 Summer 2016 ,SKIM WHITE MILK,8,MC def,Milk Carton - DEF,wh378,,,,,,,,,,,2,,,,,,,,5.5,
Post-Eval SKIM PM 080516 Summer 2016 ,SKIM WHITE MILK,6,C5,CONTROL 5,wh378,,,,,,,,,,,,,,,,,,,9,
Post-Eval SKIM PM 080516 Summer 2016 ,SKIM WHITE MILK,4,FF - def,Fruity Fermented - DEF,wh378,,,,,,,,,1.5,,,,,,,,,,4,
Post-Eval SKIM PM 080516 Summer 2016 ,SKIM WHITE MILK,2,A def,Acid - DEF,wh378,2.3,,,,,,,,,,,,,,,,,,1,
Post-Eval SKIM PM 080516 Summer 2016 ,SKIM WHITE MILK,1,C6,CONTROL 6,wh378,,,,,,,,,,,,,,1,,,,,9,
Post-Eval SKIM PM 080516 Summer 2016 ,SKIM WHITE MILK,3,CK - def,Cooked - DEF,wh378,,,,,2,,,,,,,,,,,,,,8,
Post-Eval SKIM PM 080516 Summer 2016 ,SKIM WHITE MILK,5,C7,CONTROL 7,wh378,,,,,,,,,,,,,,1,,,,,8.5,
Post-Eval SKIM PM 080516 Summer 2016 ,SKIM WHITE MILK,7,C8,CONTROL 8,wh378,,,,,1,,,,,,,,,,,,,,8,
Post-Eval SKIM PM 080516 Summer 2016 ,SKIM WHITE MILK,7,C4,CONTROL 4,sw38,,,,,,,,,,,,,,,,,,,9,
Post-Eval SKIM PM 080516 Summer 2016 ,SKIM WHITE MILK,9,MC def,Milk Carton - DEF,sw38,,,,,,,,,,,2,,,,,,,,6,
Post-Eval SKIM PM 080516 Summer 2016 ,SKIM WHITE MILK,8,C5,CONTROL 5,sw38,,,,,,,,,,,,,,,,,,,9,
Post-Eval SKIM PM 080516 Summer 2016 ,SKIM WHITE MILK,6,FF - def,Fruity Fermented - DEF,sw38,,,,,,,,,2,,,,,,,,,,3,
Post-Eval SKIM PM 080516 Summer 2016 ,SKIM WHITE MILK,4,A def,Acid - DEF,sw38,2,,,,,,,,,,,,,,,,,,1,
Post-Eval SKIM PM 080516 Summer 2016 ,SKIM WHITE MILK,2,C6,CONTROL 6,sw38,,,,,,,,,,,,,,,,,,,9,
Post-Eval SKIM PM 080516 Summer 2016 ,SKIM WHITE MILK,1,CK - def,Cooked - DEF,sw38,,,,,2,,,,,,,,,,,,,,8,
Post-Eval SKIM PM 080516 Summer 2016 ,SKIM WHITE MILK,3,C7,CONTROL 7,sw38,,,,,,,,,,,,,,,,,,,9,
Post-Eval SKIM PM 080516 Summer 2016 ,SKIM WHITE MILK,5,C8,CONTROL 8,sw38,,,,,,,,,,,,,,,,,,,9,
Post-Eval SKIM PM 080516 Summer 2016 ,SKIM WHITE MILK,5,C4,CONTROL 4,nbg29,,,,,,,,,,,,,,,,,,,9.5,
Post-Eval SKIM PM 080516 Summer 2016 ,SKIM WHITE MILK,7,MC def,Milk Carton - DEF,nbg29,,,,,,,,,,,,,,2,,,,,8,
Post-Eval SKIM PM 080516 Summer 2016 ,SKIM WHITE MILK,9,C5,CONTROL 5,nbg29,,,,,,,,,,,,,,,,,,,9.5,
Post-Eval SKIM PM 080516 Summer 2016 ,SKIM WHITE MILK,8,FF - def,Fruity Fermented - DEF,nbg29,,,,,,,,,2,,,,,,,,,,3,
Post-Eval SKIM PM 080516 Summer 2016 ,SKIM WHITE MILK,6,A def,Acid - DEF,nbg29,2,,,,,,,,,,,,,,,,,,1,
Post-Eval SKIM PM 080516 Summer 2016 ,SKIM WHITE MILK,4,C6,CONTROL 6,nbg29,,,,,,,,,,,,,,,,,,,9.5,
Post-Eval SKIM PM 080516 Summer 2016 ,SKIM WHITE MILK,2,CK - def,Cooked - DEF,nbg29,,,,,2,,,,,,,,,,,,,,8,
Post-Eval SKIM PM 080516 Summer 2016 ,SKIM WHITE MILK,1,C7,CONTROL 7,nbg29,,,,,,,,,,,,,,,,,,,9.5,
Post-Eval SKIM PM 080516 Summer 2016 ,SKIM WHITE MILK,3,C8,CONTROL 8,nbg29,,,,,,,,,,,,,,,,,,,9.5,
Post-Eval SKIM PM 080516 Summer 2016 ,SKIM WHITE MILK,3,C4,CONTROL 4,yl2383,,,,,,,,,,,,,,,,,,,9,
Post-Eval SKIM PM 080516 Summer 2016 ,SKIM WHITE MILK,5,MC def,Milk Carton - DEF,yl2383,,,,,,,,,,,,,,2,,,,,8,
Post-Eval SKIM PM 080516 Summer 2016 ,SKIM WHITE MILK,7,C5,CONTROL 5,yl2383,,,,,,,,,,,,,,,,,,,9.5,
Post-Eval SKIM PM 080516 Summer 2016 ,SKIM WHITE MILK,9,FF - def,Fruity Fermented - DEF,yl2383,,,,,,,,,2,,,,,,,,,,3,
Post-Eval SKIM PM 080516 Summer 2016 ,SKIM WHITE MILK,8,A def,Acid - DEF,yl2383,2,,,,,,,,,,,,,,,,,,1,
Post-Eval SKIM PM 080516 Summer 2016 ,SKIM WHITE MILK,6,C6,CONTROL 6,yl2383,,,,,,,,,,,1,,,,,,,,7,
Post-Eval SKIM PM 080516 Summer 2016 ,SKIM WHITE MILK,4,CK - def,Cooked - DEF,yl2383,,,,,2,,,,,,,,,,,,,,8,
Post-Eval SKIM PM 080516 Summer 2016 ,SKIM WHITE MILK,2,C7,CONTROL 7,yl2383,,,,,,,,,,,,,,,,,,,9.5,
Post-Eval SKIM PM 080516 Summer 2016 ,SKIM WHITE MILK,1,C8,CONTROL 8,yl2383,,,,,,,,,,,,,,,,,,,9.5,
